pair,strategy,entry_date,exit_date,days,direction,entry_z,exit_z,gross,charges,net,reason,win
KOTAKBANK_CAL,CALENDAR,2026-01-20,2026-01-27,7,SELL_MID,0.566,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2026-01-21,2026-01-27,6,SELL_MID,0.569,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2026-01-22,2026-01-27,5,SELL_MID,0.54,0.0,4600.0,552.0,4048.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2026-01-23,2026-01-27,4,SELL_MID,0.568,0.0,4800.0,576.0,4224.0,EXPIRY,True
HINDUNILVR_CONV,EXPIRY_CONV,2025-06-16,2025-06-26,10,BUY_FUT,-0.657,0.0,4590.0,551.0,4039.0,EXPIRY,True
HINDUNILVR_CONV,EXPIRY_CONV,2025-06-17,2025-06-26,9,BUY_FUT,-1.031,0.0,7200.0,864.0,6336.0,EXPIRY,True
HINDUNILVR_CONV,EXPIRY_CONV,2025-06-18,2025-06-26,8,BUY_FUT,-0.888,0.0,6120.0,734.0,5386.0,EXPIRY,True
HINDUNILVR_CONV,EXPIRY_CONV,2025-06-19,2025-06-26,7,BUY_FUT,-0.863,0.0,5940.0,713.0,5227.0,EXPIRY,True
HINDUNILVR_CONV,EXPIRY_CONV,2025-06-20,2025-06-26,6,BUY_FUT,-1.054,0.0,7290.0,875.0,6415.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-04-15,2024-04-25,10,BUY_FUT,-16.821,0.0,134125.0,16095.0,118030.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-04-16,2024-04-25,9,BUY_FUT,-17.248,0.0,137531.0,16504.0,121027.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-04-18,2024-04-25,7,BUY_FUT,-19.741,0.0,157406.0,18889.0,138517.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-04-19,2024-04-25,6,BUY_FUT,-19.278,0.0,153719.0,18446.0,135272.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-04-22,2024-04-25,3,BUY_FUT,-17.279,0.0,137781.0,16534.0,121248.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-04-23,2024-04-25,2,BUY_FUT,-17.134,0.0,136625.0,16395.0,120230.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-04-24,2024-04-25,1,BUY_FUT,-16.711,0.0,133250.0,15990.0,117260.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-05-21,2024-05-30,9,BUY_FUT,-10.456,0.0,83375.0,10005.0,73370.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-05-22,2024-05-30,8,BUY_FUT,-11.389,0.0,90812.0,10897.0,79915.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-05-23,2024-05-30,7,BUY_FUT,-8.653,0.0,69000.0,8280.0,60720.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-05-24,2024-05-30,6,BUY_FUT,-7.956,0.0,63438.0,7612.0,55825.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-05-27,2024-05-30,3,BUY_FUT,-6.941,0.0,55344.0,6641.0,48702.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-05-28,2024-05-30,2,BUY_FUT,-7.007,0.0,55875.0,6705.0,49170.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-05-29,2024-05-30,1,BUY_FUT,-8.838,0.0,70469.0,8456.0,62012.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-06-18,2024-06-27,9,BUY_FUT,-6.553,0.0,52250.0,6270.0,45980.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-06-19,2024-06-27,8,BUY_FUT,-3.747,0.0,29875.0,3585.0,26290.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-06-20,2024-06-27,7,BUY_FUT,-2.896,0.0,23094.0,2771.0,20323.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-06-21,2024-06-27,6,BUY_FUT,-3.033,0.0,24188.0,2903.0,21285.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-06-24,2024-06-27,3,BUY_FUT,-3.606,0.0,28750.0,3450.0,25300.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-06-25,2024-06-27,2,BUY_FUT,-0.611,0.0,4875.0,585.0,4290.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-07-15,2024-07-25,10,SELL_FUT,2.853,0.0,22750.0,2730.0,20020.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-07-16,2024-07-25,9,SELL_FUT,2.332,0.0,18594.0,2231.0,16362.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-07-18,2024-07-25,7,SELL_FUT,2.794,0.0,22281.0,2674.0,19608.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-07-19,2024-07-25,6,SELL_FUT,1.45,0.0,11562.0,1388.0,10175.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-07-22,2024-07-25,3,SELL_FUT,0.651,0.0,5187.0,622.0,4565.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-07-23,2024-07-25,2,BUY_FUT,-1.082,0.0,8625.0,1035.0,7590.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-07-24,2024-07-25,1,BUY_FUT,-2.955,0.0,23563.0,2828.0,20735.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-19,2024-08-29,10,BUY_FUT,-9.363,0.0,74656.0,8959.0,65698.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-20,2024-08-29,9,BUY_FUT,-8.309,0.0,66250.0,7950.0,58300.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-21,2024-08-29,8,BUY_FUT,-7.921,0.0,63156.0,7579.0,55577.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-22,2024-08-29,7,BUY_FUT,-8.097,0.0,64562.0,7747.0,56815.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-23,2024-08-29,6,BUY_FUT,-8.454,0.0,67406.0,8089.0,59317.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-26,2024-08-29,3,BUY_FUT,-8.203,0.0,65406.0,7849.0,57557.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-27,2024-08-29,2,BUY_FUT,-7.419,0.0,59156.0,7099.0,52057.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-08-28,2024-08-29,1,BUY_FUT,-8.265,0.0,65906.0,7909.0,57998.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-16,2024-09-26,10,BUY_FUT,-3.414,0.0,27219.0,3266.0,23952.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-17,2024-09-26,9,BUY_FUT,-3.257,0.0,25969.0,3116.0,22852.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-18,2024-09-26,8,BUY_FUT,-2.786,0.0,22219.0,2666.0,19552.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-19,2024-09-26,7,BUY_FUT,-2.32,0.0,18500.0,2220.0,16280.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-20,2024-09-26,6,BUY_FUT,-2.52,0.0,20094.0,2411.0,17682.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-23,2024-09-26,3,BUY_FUT,-2.156,0.0,17188.0,2062.0,15125.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-24,2024-09-26,2,BUY_FUT,-2.732,0.0,21781.0,2614.0,19167.0,EXPIRY,True
AXISBANK_CONV,EXPIRY_CONV,2024-09-25,2024-09-26,1,BUY_FUT,-0.717,0.0,5719.0,686.0,5032.0,EXPIRY,True
